linha_original,disciplina,hierarquia_codigo,nivel_profundidade,assunto_nivel_1,assunto_nivel_2,assunto_nivel_3,assunto_nivel_4,assunto_especifico,quantidade_encontrada,porcentagem_encontrada,quantidade_caderno,porcentagem_caderno
0,Direito Administrativo (Doutrina e Leis Federais),,0,,,,,Direito Administrativo (Doutrina e Leis Federais),22,0.37,22,0.37
1,Direito Administrativo (Doutrina e Leis Federais),01,1,Regime Jurídico Administrativo,,,,Regime Jurídico Administrativo,1,0.02,1,0.02
2,Direito Administrativo (Doutrina e Leis Federais),01.01,2,Regime Jurídico Administrativo,"Princípios Expressos, Explícitos ou Constitucionais",,,"Princípios Expressos, Explícitos ou Constitucionais",1,0.02,1,0.02
3,Direito Administrativo (Doutrina e Leis Federais),02,1,Organização Administrativa,,,,Organização Administrativa,1,0.02,1,0.02
4,Direito Administrativo (Doutrina e Leis Federais),02.01,2,Organização Administrativa,Organização Administrativa da União,,,Organização Administrativa da União,1,0.02,1,0.02
5,Direito Administrativo (Doutrina e Leis Federais),02.01.01,3,Organização Administrativa,Organização Administrativa da União,Administração Indireta,,Administração Indireta,1,0.02,1,0.02
6,Direito Administrativo (Doutrina e Leis Federais),03,1,Responsabilidade Civil do Estado,,,,Responsabilidade Civil do Estado,6,0.1,6,0.1
7,Direito Administrativo (Doutrina e Leis Federais),03.01,2,Responsabilidade Civil do Estado,Conceitos Iniciais e Teorias da Responsabilidade,,,Conceitos Iniciais e Teorias da Responsabilidade,3,0.05,3,0.05
8,Direito Administrativo (Doutrina e Leis Federais),03.02,2,Responsabilidade Civil do Estado,Responsabilidade dos Agentes Públicos e Direito de Regresso,,,Responsabilidade dos Agentes Públicos e Direito de Regresso,1,0.02,1,0.02
9,Direito Administrativo (Doutrina e Leis Federais),03.03,2,Responsabilidade Civil do Estado,Responsabilidade Civil por Atos Omissivos,,,Responsabilidade Civil por Atos Omissivos,1,0.02,1,0.02
10,Direito Administrativo (Doutrina e Leis Federais),03.04,2,Responsabilidade Civil do Estado,Responsabilidade por Atos Legislativos e Judiciais,,,Responsabilidade por Atos Legislativos e Judiciais,1,0.02,1,0.02
11,Direito Administrativo (Doutrina e Leis Federais),04,1,Controle da Administração,,,,Controle da Administração,2,0.03,2,0.03
12,Direito Administrativo (Doutrina e Leis Federais),04.01,2,Controle da Administração,Controle Jurisdicional,,,Controle Jurisdicional,2,0.03,2,0.03
13,Direito Administrativo (Doutrina e Leis Federais),05,1,Agentes Públicos,,,,Agentes Públicos,7,0.12,7,0.12
14,Direito Administrativo (Doutrina e Leis Federais),05.01,2,Agentes Públicos,Lei nº 8.112/1990 - Estatuto dos Servidores Federais,,,Lei nº 8.112/1990 - Estatuto dos Servidores Federais,7,0.12,7,0.12
15,Direito Administrativo (Doutrina e Leis Federais),05.01.01,3,Agentes Públicos,Lei nº 8.112/1990 - Estatuto dos Servidores Federais,Do Regime Disciplinar (arts. 116 a 142 da Lei nº 8.112/1990),,Do Regime Disciplinar (arts. 116 a 142 da Lei nº 8.112/1990),5,0.08,5,0.08
16,Direito Administrativo (Doutrina e Leis Federais),05.01.02,3,Agentes Públicos,Lei nº 8.112/1990 - Estatuto dos Servidores Federais,Do Processo Administrativo Disciplinar (arts. 143 a 182 da Lei nº 8.112/1990),,Do Processo Administrativo Disciplinar (arts. 143 a 182 da Lei nº 8.112/1990),2,0.03,2,0.03
17,Direito Administrativo (Doutrina e Leis Federais),06,1,Improbidade Administrativa (Lei nº 8.429/1992),,,,Improbidade Administrativa (Lei nº 8.429/1992),1,0.02,1,0.02
18,Direito Administrativo (Doutrina e Leis Federais),06.01,2,Improbidade Administrativa (Lei nº 8.429/1992),Dos Atos de Improbidade (arts. 9º a 11 da Lei nº 8.429/1992),,,Dos Atos de Improbidade (arts. 9º a 11 da Lei nº 8.429/1992),1,0.02,1,0.02
19,Direito Administrativo (Doutrina e Leis Federais),07,1,Licitações e Contratos Administrativos (Lei nº 14.133/2021),,,,Licitações e Contratos Administrativos (Lei nº 14.133/2021),1,0.02,1,0.02
20,Direito Administrativo (Doutrina e Leis Federais),07.01,2,Licitações e Contratos Administrativos (Lei nº 14.133/2021),"Do Âmbito de Aplicação, Definições e Agentes Públicos (arts. 1º a 4º, 6º a 10 da Lei nº 14.133/2021)",,,"Do Âmbito de Aplicação, Definições e Agentes Públicos (arts. 1º a 4º, 6º a 10 da Lei nº 14.133/2021)",1,0.02,1,0.02
21,Direito Administrativo (Doutrina e Leis Federais),08,1,Jurisprudência dos Tribunais Superiores em Matéria Administrativa,,,,Jurisprudência dos Tribunais Superiores em Matéria Administrativa,3,0.05,3,0.05
22,Direito Administrativo (Doutrina e Leis Federais),08.01,2,Jurisprudência dos Tribunais Superiores em Matéria Administrativa,Jurisprudência dos Tribunais Superiores sobre Improbidade Administrativa,,,Jurisprudência dos Tribunais Superiores sobre Improbidade Administrativa,1,0.02,1,0.02
23,Direito Administrativo (Doutrina e Leis Federais),08.02,2,Jurisprudência dos Tribunais Superiores em Matéria Administrativa,Jurisprudência dos Tribunais Superiores sobre Responsabilidade Civil do Estado,,,Jurisprudência dos Tribunais Superiores sobre Responsabilidade Civil do Estado,2,0.03,2,0.03
24,Direito Constitucional (CF/1988 e Doutrina),,0,,,,,Direito Constitucional (CF/1988 e Doutrina),124,2.09,124,2.09
25,Direito Constitucional (CF/1988 e Doutrina),01,1,Teoria do Direito Constitucional,,,,Teoria do Direito Constitucional,9,0.15,9,0.15
26,Direito Constitucional (CF/1988 e Doutrina),01.01,2,Teoria do Direito Constitucional,Teoria Geral do Direito Constitucional,,,Teoria Geral do Direito Constitucional,2,0.03,2,0.03
27,Direito Constitucional (CF/1988 e Doutrina),01.01.01,3,Teoria do Direito Constitucional,Teoria Geral do Direito Constitucional,Histórico das Constituições no Brasil,,Histórico das Constituições no Brasil,2,0.03,2,0.03
28,Direito Constitucional (CF/1988 e Doutrina),01.02,2,Teoria do Direito Constitucional,"Constituição: Conceito, Estrutura, Supremacia e Classificação",,,"Constituição: Conceito, Estrutura, Supremacia e Classificação",5,0.08,5,0.08
29,Direito Constitucional (CF/1988 e Doutrina),01.03,2,Teoria do Direito Constitucional,"Poder Constituinte (Originário, Derivado, Reformador, Revisor, Decorrente, etc)",,,"Poder Constituinte (Originário, Derivado, Reformador, Revisor, Decorrente, etc)",1,0.02,1,0.02
30,Direito Constitucional (CF/1988 e Doutrina),01.04,2,Teoria do Direito Constitucional,Simetria Constitucional,,,Simetria Constitucional,1,0.02,1,0.02
31,Direito Constitucional (CF/1988 e Doutrina),02,1,Dos Princípios Fundamentais da Constituição (arts. 1º a 4º da CF/1988),,,,Dos Princípios Fundamentais da Constituição (arts. 1º a 4º da CF/1988),11,0.19,11,0.19
32,Direito Constitucional (CF/1988 e Doutrina),03,1,Dos Direitos e Garantias Fundamentais (arts. 5º a 17 da CF/1988),,,,Dos Direitos e Garantias Fundamentais (arts. 5º a 17 da CF/1988),16,0.27,16,0.27
33,Direito Constitucional (CF/1988 e Doutrina),03.01,2,Dos Direitos e Garantias Fundamentais (arts. 5º a 17 da CF/1988),Características (Direitos Fundamentais),,,Características (Direitos Fundamentais),1,0.02,1,0.02
34,Direito Constitucional (CF/1988 e Doutrina),03.02,2,Dos Direitos e Garantias Fundamentais (arts. 5º a 17 da CF/1988),Dos Direitos e Deveres Individuais e Coletivos (art. 5º da CF/1988),,,Dos Direitos e Deveres Individuais e Coletivos (art. 5º da CF/1988),11,0.19,11,0.19
35,Direito Constitucional (CF/1988 e Doutrina),03.03,2,Dos Direitos e Garantias Fundamentais (arts. 5º a 17 da CF/1988),Da Nacionalidade (arts. 12 e 13 da CF/1988),,,Da Nacionalidade (arts. 12 e 13 da CF/1988),4,0.07,4,0.07
36,Direito Constitucional (CF/1988 e Doutrina),03.03.01,3,Dos Direitos e Garantias Fundamentais (arts. 5º a 17 da CF/1988),Da Nacionalidade (arts. 12 e 13 da CF/1988),Espécies de Nacionalidade (Brasileiros Natos e Naturalizados),,Espécies de Nacionalidade (Brasileiros Natos e Naturalizados),1,0.02,1,0.02
37,Direito Constitucional (CF/1988 e Doutrina),03.03.02,3,Dos Direitos e Garantias Fundamentais (arts. 5º a 17 da CF/1988),Da Nacionalidade (arts. 12 e 13 da CF/1988),"Extradição, Deportação, Expulsão e Banimento (da Nacionalidade)",,"Extradição, Deportação, Expulsão e Banimento (da Nacionalidade)",3,0.05,3,0.05
38,Direito Constitucional (CF/1988 e Doutrina),04,1,Da Organização do Estado (arts. 18 a 43 da CF/1988),,,,Da Organização do Estado (arts. 18 a 43 da CF/1988),24,0.4,24,0.4
39,Direito Constitucional (CF/1988 e Doutrina),04.01,2,Da Organização do Estado (arts. 18 a 43 da CF/1988),Da Organização Político-Administrativa (arts. 18 e 19 da CF/1988),,,Da Organização Político-Administrativa (arts. 18 e 19 da CF/1988),2,0.03,2,0.03
40,Direito Constitucional (CF/1988 e Doutrina),04.02,2,Da Organização do Estado (arts. 18 a 43 da CF/1988),"União: Bens e Competências Exclusivas, Privativas, Comuns e Concorrentes (arts. 20 a 24 da CF/1988)",,,"União: Bens e Competências Exclusivas, Privativas, Comuns e Concorrentes (arts. 20 a 24 da CF/1988)",7,0.12,7,0.12
41,Direito Constitucional (CF/1988 e Doutrina),04.03,2,Da Organização do Estado (arts. 18 a 43 da CF/1988),"Estados Federados - Organização, Competências, Bens (arts. 25 a 28 da CF/1988)",,,"Estados Federados - Organização, Competências, Bens (arts. 25 a 28 da CF/1988)",2,0.03,2,0.03
42,Direito Constitucional (CF/1988 e Doutrina),04.04,2,Da Organização do Estado (arts. 18 a 43 da CF/1988),Do Distrito Federal e dos Territórios (arts. 32 e 33 da CF/1988),,,Do Distrito Federal e dos Territórios (arts. 32 e 33 da CF/1988),1,0.02,1,0.02
43,Direito Constitucional (CF/1988 e Doutrina),04.05,2,Da Organização do Estado (arts. 18 a 43 da CF/1988),Intervenção Federal e Estadual (arts. 34 a 36 da CF/1988),,,Intervenção Federal e Estadual (arts. 34 a 36 da CF/1988),4,0.07,4,0.07
44,Direito Constitucional (CF/1988 e Doutrina),04.06,2,Da Organização do Estado (arts. 18 a 43 da CF/1988),Administração Pública (arts. 37 a 43 da CF/1988),,,Administração Pública (arts. 37 a 43 da CF/1988),7,0.12,7,0.12
45,Direito Constitucional (CF/1988 e Doutrina),04.06.01,3,Da Organização do Estado (arts. 18 a 43 da CF/1988),Administração Pública (arts. 37 a 43 da CF/1988),Disposições Gerais (Administração Pública - arts. 37 e 38 da CF/1988),,Disposições Gerais (Administração Pública - arts. 37 e 38 da CF/1988),6,0.1,6,0.1
46,Direito Constitucional (CF/1988 e Doutrina),04.06.02,3,Da Organização do Estado (arts. 18 a 43 da CF/1988),Administração Pública (arts. 37 a 43 da CF/1988),Dos Servidores Públicos (arts. 39 a 41 da CF/1988),,Dos Servidores Públicos (arts. 39 a 41 da CF/1988),1,0.02,1,0.02
47,Direito Constitucional (CF/1988 e Doutrina),04.07,2,Da Organização do Estado (arts. 18 a 43 da CF/1988),Questões Mescladas de Organização do Estado (arts. 18 a 43 da CF/1988),,,Questões Mescladas de Organização do Estado (arts. 18 a 43 da CF/1988),1,0.02,1,0.02
48,Direito Constitucional (CF/1988 e Doutrina),05,1,Da Organização dos Poderes (arts. 44 a 135 da CF/1988),,,,Da Organização dos Poderes (arts. 44 a 135 da CF/1988),48,0.81,48,0.81
49,Direito Constitucional (CF/1988 e Doutrina),05.01,2,Da Organização dos Poderes (arts. 44 a 135 da CF/1988),Do Poder Legislativo (arts. 44 a 75 da CF/1988),,,Do Poder Legislativo (arts. 44 a 75 da CF/1988),29,0.49,29,0.49
50,Direito Constitucional (CF/1988 e Doutrina),05.01.01,3,Da Organização dos Poderes (arts. 44 a 135 da CF/1988),Do Poder Legislativo (arts. 44 a 75 da CF/1988),Do Congresso Nacional (arts. 44 a 47 da CF/1988),,Do Congresso Nacional (arts. 44 a 47 da CF/1988),1,0.02,1,0.02
51,Direito Constitucional (CF/1988 e Doutrina),05.01.02,3,Da Organização dos Poderes (arts. 44 a 135 da CF/1988),Do Poder Legislativo (arts. 44 a 75 da CF/1988),Das Atribuições do Congresso Nacional (arts. 48 a 50 da CF/1988),,Das Atribuições do Congresso Nacional (arts. 48 a 50 da CF/1988),5,0.08,5,0.08
52,Direito Constitucional (CF/1988 e Doutrina),05.01.03,3,Da Organização dos Poderes (arts. 44 a 135 da CF/1988),Do Poder Legislativo (arts. 44 a 75 da CF/1988),Da Câmara dos Deputados (art. 51 da CF/1988),,Da Câmara dos Deputados (art. 51 da CF/1988),1,0.02,1,0.02
53,Direito Constitucional (CF/1988 e Doutrina),05.01.04,3,Da Organização dos Poderes (arts. 44 a 135 da CF/1988),Do Poder Legislativo (arts. 44 a 75 da CF/1988),Do Senado Federal (art. 52 da CF/1988),,Do Senado Federal (art. 52 da CF/1988),4,0.07,4,0.07
54,Direito Constitucional (CF/1988 e Doutrina),05.01.05,3,Da Organização dos Poderes (arts. 44 a 135 da CF/1988),Do Poder Legislativo (arts. 44 a 75 da CF/1988),Processo Legislativo (arts. 59 a 69 da CF/1988),,Processo Legislativo (arts. 59 a 69 da CF/1988),18,0.3,18,0.3
55,Direito Constitucional (CF/1988 e Doutrina),05.01.05.01,4,Da Organização dos Poderes (arts. 44 a 135 da CF/1988),Do Poder Legislativo (arts. 44 a 75 da CF/1988),Processo Legislativo (arts. 59 a 69 da CF/1988),Da Emenda à Constituição (art. 60 da CF/1988),Da Emenda à Constituição (art. 60 da CF/1988),3,0.05,3,0.05
56,Direito Constitucional (CF/1988 e Doutrina),05.01.05.02,4,Da Organização dos Poderes (arts. 44 a 135 da CF/1988),Do Poder Legislativo (arts. 44 a 75 da CF/1988),Processo Legislativo (arts. 59 a 69 da CF/1988),Leis Ordinárias e Complementares,Leis Ordinárias e Complementares,2,0.03,2,0.03
57,Direito Constitucional (CF/1988 e Doutrina),05.01.05.03,4,Da Organização dos Poderes (arts. 44 a 135 da CF/1988),Do Poder Legislativo (arts. 44 a 75 da CF/1988),Processo Legislativo (arts. 59 a 69 da CF/1988),Medidas Provisórias,Medidas Provisórias,4,0.07,4,0.07
58,Direito Constitucional (CF/1988 e Doutrina),05.01.05.04,4,Da Organização dos Poderes (arts. 44 a 135 da CF/1988),Do Poder Legislativo (arts. 44 a 75 da CF/1988),Processo Legislativo (arts. 59 a 69 da CF/1988),Resoluções e Decretos Legislativos,Resoluções e Decretos Legislativos,2,0.03,2,0.03
59,Direito Constitucional (CF/1988 e Doutrina),05.01.05.05,4,Da Organização dos Poderes (arts. 44 a 135 da CF/1988),Do Poder Legislativo (arts. 44 a 75 da CF/1988),Processo Legislativo (arts. 59 a 69 da CF/1988),"Fases do Processo Legislativo (Iniciativa, Discussão, Voto, Veto, Sanção, Promulgação e Publicação)","Fases do Processo Legislativo (Iniciativa, Discussão, Voto, Veto, Sanção, Promulgação e Publicação)",6,0.1,6,0.1
60,Direito Constitucional (CF/1988 e Doutrina),05.01.05.06,4,Da Organização dos Poderes (arts. 44 a 135 da CF/1988),Do Poder Legislativo (arts. 44 a 75 da CF/1988),Processo Legislativo (arts. 59 a 69 da CF/1988),Questões Mescladas de Processo Legislativo (arts. 59 a 69 da CF/1988),Questões Mescladas de Processo Legislativo (arts. 59 a 69 da CF/1988),1,0.02,1,0.02
61,Direito Constitucional (CF/1988 e Doutrina),05.02,2,Da Organização dos Poderes (arts. 44 a 135 da CF/1988),Do Poder Executivo (arts. 76 a 91 da CF/1988),,,Do Poder Executivo (arts. 76 a 91 da CF/1988),6,0.1,6,0.1
62,Direito Constitucional (CF/1988 e Doutrina),05.02.01,3,Da Organização dos Poderes (arts. 44 a 135 da CF/1988),Do Poder Executivo (arts. 76 a 91 da CF/1988),Do Presidente e Vice Presidente da República (arts. 76 a 83 da CF/1988),,Do Presidente e Vice Presidente da República (arts. 76 a 83 da CF/1988),2,0.03,2,0.03
63,Direito Constitucional (CF/1988 e Doutrina),05.02.02,3,Da Organização dos Poderes (arts. 44 a 135 da CF/1988),Do Poder Executivo (arts. 76 a 91 da CF/1988),Das Atribuições do Presidente da República (art. 84 da CF/1988),,Das Atribuições do Presidente da República (art. 84 da CF/1988),3,0.05,3,0.05
64,Direito Constitucional (CF/1988 e Doutrina),05.02.03,3,Da Organização dos Poderes (arts. 44 a 135 da CF/1988),Do Poder Executivo (arts. 76 a 91 da CF/1988),Do Conselho da República e Conselho da Defesa Nacional (arts. 89 a 91 da CF/1988),,Do Conselho da República e Conselho da Defesa Nacional (arts. 89 a 91 da CF/1988),1,0.02,1,0.02
65,Direito Constitucional (CF/1988 e Doutrina),05.03,2,Da Organização dos Poderes (arts. 44 a 135 da CF/1988),Do Poder Judiciário (arts. 92 a 126 da CF/1988),,,Do Poder Judiciário (arts. 92 a 126 da CF/1988),8,0.13,8,0.13
66,Direito Constitucional (CF/1988 e Doutrina),05.03.01,3,Da Organização dos Poderes (arts. 44 a 135 da CF/1988),Do Poder Judiciário (arts. 92 a 126 da CF/1988),Do Supremo Tribunal Federal - STF (arts. 101 a 103 da CF/1988),,Do Supremo Tribunal Federal - STF (arts. 101 a 103 da CF/1988),3,0.05,3,0.05
67,Direito Constitucional (CF/1988 e Doutrina),05.03.02,3,Da Organização dos Poderes (arts. 44 a 135 da CF/1988),Do Poder Judiciário (arts. 92 a 126 da CF/1988),Das Súmulas Vinculantes (art. 103-A da CF/1988),,Das Súmulas Vinculantes (art. 103-A da CF/1988),4,0.07,4,0.07
68,Direito Constitucional (CF/1988 e Doutrina),05.03.03,3,Da Organização dos Poderes (arts. 44 a 135 da CF/1988),Do Poder Judiciário (arts. 92 a 126 da CF/1988),Do Superior Tribunal de Justiça - STJ (arts. 104 e 105 da CF/1988),,Do Superior Tribunal de Justiça - STJ (arts. 104 e 105 da CF/1988),1,0.02,1,0.02
69,Direito Constitucional (CF/1988 e Doutrina),05.04,2,Da Organização dos Poderes (arts. 44 a 135 da CF/1988),Funções Essenciais à Justiça (arts. 127 a 135 da CF/1988),,,Funções Essenciais à Justiça (arts. 127 a 135 da CF/1988),1,0.02,1,0.02
70,Direito Constitucional (CF/1988 e Doutrina),05.04.01,3,Da Organização dos Poderes (arts. 44 a 135 da CF/1988),Funções Essenciais à Justiça (arts. 127 a 135 da CF/1988),Ministério Público (arts. 127 a 130 da CF/1988),,Ministério Público (arts. 127 a 130 da CF/1988),1,0.02,1,0.02
71,Direito Constitucional (CF/1988 e Doutrina),05.04.01.01,4,Da Organização dos Poderes (arts. 44 a 135 da CF/1988),Funções Essenciais à Justiça (arts. 127 a 135 da CF/1988),Ministério Público (arts. 127 a 130 da CF/1988),Funções Institucionais (Ministério Público),Funções Institucionais (Ministério Público),1,0.02,1,0.02
72,Direito Constitucional (CF/1988 e Doutrina),05.05,2,Da Organização dos Poderes (arts. 44 a 135 da CF/1988),Questões Mescladas de Organização dos Poderes (arts. 44 a 135 da CF/1988),,,Questões Mescladas de Organização dos Poderes (arts. 44 a 135 da CF/1988),4,0.07,4,0.07
73,Direito Constitucional (CF/1988 e Doutrina),06,1,Ordem Social (arts. 193 a 232 da CF/1988),,,,Ordem Social (arts. 193 a 232 da CF/1988),1,0.02,1,0.02
74,Direito Constitucional (CF/1988 e Doutrina),06.01,2,Ordem Social (arts. 193 a 232 da CF/1988),Do Meio Ambiente (art. 225 da CF/1988),,,Do Meio Ambiente (art. 225 da CF/1988),1,0.02,1,0.02
75,Direito Constitucional (CF/1988 e Doutrina),07,1,Controle de Constitucionalidade,,,,Controle de Constitucionalidade,10,0.17,10,0.17
76,Direito Constitucional (CF/1988 e Doutrina),07.01,2,Controle de Constitucionalidade,"Introdução, Pressupostos e Tipos de Inconstitucionalidade",,,"Introdução, Pressupostos e Tipos de Inconstitucionalidade",2,0.03,2,0.03
77,Direito Constitucional (CF/1988 e Doutrina),07.02,2,Controle de Constitucionalidade,Formas de Controle de Constitucionalidade,,,Formas de Controle de Constitucionalidade,4,0.07,4,0.07
78,Direito Constitucional (CF/1988 e Doutrina),07.02.01,3,Controle de Constitucionalidade,Formas de Controle de Constitucionalidade,Controle Difuso (Incidental ou Incidenter Tantum),,Controle Difuso (Incidental ou Incidenter Tantum),1,0.02,1,0.02
79,Direito Constitucional (CF/1988 e Doutrina),07.02.02,3,Controle de Constitucionalidade,Formas de Controle de Constitucionalidade,Ações de Controle Concentrado de Constitucionalidade,,Ações de Controle Concentrado de Constitucionalidade,3,0.05,3,0.05
80,Direito Constitucional (CF/1988 e Doutrina),07.02.02.01,4,Controle de Constitucionalidade,Formas de Controle de Constitucionalidade,Ações de Controle Concentrado de Constitucionalidade,Ação Direta de Inconstitucionalidade (ADI),Ação Direta de Inconstitucionalidade (ADI),2,0.03,2,0.03
81,Direito Constitucional (CF/1988 e Doutrina),07.02.02.02,4,Controle de Constitucionalidade,Formas de Controle de Constitucionalidade,Ações de Controle Concentrado de Constitucionalidade,Arguição de Descumprimento de Preceito Fundamental (ADPF),Arguição de Descumprimento de Preceito Fundamental (ADPF),1,0.02,1,0.02
82,Direito Constitucional (CF/1988 e Doutrina),07.03,2,Controle de Constitucionalidade,Controle de Constitucionalidade pelos Tribunais de Justiça dos Estados,,,Controle de Constitucionalidade pelos Tribunais de Justiça dos Estados,1,0.02,1,0.02
83,Direito Constitucional (CF/1988 e Doutrina),07.04,2,Controle de Constitucionalidade,Questões Mescladas de Controle de Constitucionalidade,,,Questões Mescladas de Controle de Constitucionalidade,3,0.05,3,0.05
84,Direito Constitucional (CF/1988 e Doutrina),08,1,Jurisprudência dos Tribunais Superiores em Matéria Constitucional,,,,Jurisprudência dos Tribunais Superiores em Matéria Constitucional,5,0.08,5,0.08
85,Direito Constitucional (CF/1988 e Doutrina),08.01,2,Jurisprudência dos Tribunais Superiores em Matéria Constitucional,Jurisprudência dos Tribunais Superiores sobre Direitos e Deveres Individuais e Coletivos,,,Jurisprudência dos Tribunais Superiores sobre Direitos e Deveres Individuais e Coletivos,2,0.03,2,0.03
86,Direito Constitucional (CF/1988 e Doutrina),08.02,2,Jurisprudência dos Tribunais Superiores em Matéria Constitucional,"Jurisprudência dos Tribunais Superiores sobre Congresso Nacional, Senado e Câmara dos Deputados",,,"Jurisprudência dos Tribunais Superiores sobre Congresso Nacional, Senado e Câmara dos Deputados",2,0.03,2,0.03
87,Direito Constitucional (CF/1988 e Doutrina),08.03,2,Jurisprudência dos Tribunais Superiores em Matéria Constitucional,Jurisprudência dos Tribunais Superiores sobre Controle de Constitucionalidade,,,Jurisprudência dos Tribunais Superiores sobre Controle de Constitucionalidade,1,0.02,1,0.02
88,Língua Portuguesa (Português),,0,,,,,Língua Portuguesa (Português),966,16.26,966,16.26
89,Língua Portuguesa (Português),01,1,Ortografia,,,,Ortografia,12,0.2,12,0.2
90,Língua Portuguesa (Português),01.01,2,Ortografia,"Fatos da Língua Portuguesa (Porque, Por Que, Porquê e Por Quê; Onde, Aonde e Donde; Há e A, etc)",,,"Fatos da Língua Portuguesa (Porque, Por Que, Porquê e Por Quê; Onde, Aonde e Donde; Há e A, etc)",2,0.03,2,0.03
91,Língua Portuguesa (Português),01.02,2,Ortografia,Acentuação,,,Acentuação,4,0.07,4,0.07
92,Língua Portuguesa (Português),01.03,2,Ortografia,Uso do Hífen,,,Uso do Hífen,3,0.05,3,0.05
93,Língua Portuguesa (Português),01.04,2,Ortografia,"Convenções de Escrita (Itálico, Siglas, etc)",,,"Convenções de Escrita (Itálico, Siglas, etc)",3,0.05,3,0.05
94,Língua Portuguesa (Português),02,1,"Fonética (Fonemas, Dígrafos, Encontros Consonantais, Vocálicos). Separação Silábica",,,,"Fonética (Fonemas, Dígrafos, Encontros Consonantais, Vocálicos). Separação Silábica",2,0.03,2,0.03
95,Língua Portuguesa (Português),03,1,Morfologia,,,,Morfologia,58,0.98,58,0.98
96,Língua Portuguesa (Português),03.01,2,Morfologia,Formação e Estrutura das Palavras,,,Formação e Estrutura das Palavras,12,0.2,12,0.2
97,Língua Portuguesa (Português),03.02,2,Morfologia,Classes de Palavras,,,Classes de Palavras,46,0.77,46,0.77
98,Língua Portuguesa (Português),03.02.01,3,Morfologia,Classes de Palavras,Artigo,,Artigo,2,0.03,2,0.03
99,Língua Portuguesa (Português),03.02.02,3,Morfologia,Classes de Palavras,Adjetivo,,Adjetivo,5,0.08,5,0.08
100,Língua Portuguesa (Português),03.02.03,3,Morfologia,Classes de Palavras,Verbo,,Verbo,15,0.25,15,0.25
101,Língua Portuguesa (Português),03.02.03.01,4,Morfologia,Classes de Palavras,Verbo,Conjugação. Reconhecimento e Emprego dos Modos e Tempos Verbais,Conjugação. Reconhecimento e Emprego dos Modos e Tempos Verbais,12,0.2,12,0.2
102,Língua Portuguesa (Português),03.02.03.02,4,Morfologia,Classes de Palavras,Verbo,Questões Variadas de Verbo,Questões Variadas de Verbo,3,0.05,3,0.05
103,Língua Portuguesa (Português),03.02.04,3,Morfologia,Classes de Palavras,Pronomes,,Pronomes,4,0.07,4,0.07
104,Língua Portuguesa (Português),03.02.04.01,4,Morfologia,Classes de Palavras,Pronomes,Pronomes Pessoais,Pronomes Pessoais,1,0.02,1,0.02
105,Língua Portuguesa (Português),03.02.04.02,4,Morfologia,Classes de Palavras,Pronomes,Pronomes de Tratamento,Pronomes de Tratamento,1,0.02,1,0.02
106,Língua Portuguesa (Português),03.02.04.03,4,Morfologia,Classes de Palavras,Pronomes,Pronomes Demonstrativos,Pronomes Demonstrativos,1,0.02,1,0.02
107,Língua Portuguesa (Português),03.02.04.04,4,Morfologia,Classes de Palavras,Pronomes,Questões Mescladas sobre Pronomes,Questões Mescladas sobre Pronomes,1,0.02,1,0.02
108,Língua Portuguesa (Português),03.02.05,3,Morfologia,Classes de Palavras,Advérbio,,Advérbio,3,0.05,3,0.05
109,Língua Portuguesa (Português),03.02.06,3,Morfologia,Classes de Palavras,Preposição,,Preposição,3,0.05,3,0.05
110,Língua Portuguesa (Português),03.02.07,3,Morfologia,Classes de Palavras,Conjunção,,Conjunção,12,0.2,12,0.2
111,Língua Portuguesa (Português),03.02.08,3,Morfologia,Classes de Palavras,Questões Variadas de Classe de Palavras,,Questões Variadas de Classe de Palavras,2,0.03,2,0.03
112,Língua Portuguesa (Português),04,1,Colocação Pronominal,,,,Colocação Pronominal,7,0.12,7,0.12
113,Língua Portuguesa (Português),05,1,Semântica,,,,Semântica,92,1.55,92,1.55
114,Língua Portuguesa (Português),05.01,2,Semântica,Sinônimos e Antônimos,,,Sinônimos e Antônimos,22,0.37,22,0.37
115,Língua Portuguesa (Português),05.02,2,Semântica,Denotação e Conotação,,,Denotação e Conotação,11,0.19,11,0.19
116,Língua Portuguesa (Português),05.03,2,Semântica,Polissemia,,,Polissemia,3,0.05,3,0.05
117,Língua Portuguesa (Português),05.04,2,Semântica,Significação de Vocábulo e Expressões,,,Significação de Vocábulo e Expressões,39,0.66,39,0.66
118,Língua Portuguesa (Português),05.05,2,Semântica,Outras Questões de Semântica,,,Outras Questões de Semântica,17,0.29,17,0.29
119,Língua Portuguesa (Português),06,1,Sintaxe,,,,Sintaxe,55,0.93,55,0.93
120,Língua Portuguesa (Português),06.01,2,Sintaxe,"Frase, Oração e Período",,,"Frase, Oração e Período",1,0.02,1,0.02
121,Língua Portuguesa (Português),06.02,2,Sintaxe,Funções Sintáticas,,,Funções Sintáticas,27,0.45,27,0.45
122,Língua Portuguesa (Português),06.02.01,3,Sintaxe,Funções Sintáticas,Termos Essenciais da Oração,,Termos Essenciais da Oração,15,0.25,15,0.25
123,Língua Portuguesa (Português),06.02.01.01,4,Sintaxe,Funções Sintáticas,Termos Essenciais da Oração,Sujeito,Sujeito,9,0.15,9,0.15
